slug,winner,entered,side,price,t,predicted_ev,pnl_per_share,correct,threshold
btc-updown-5m-1776075300,Down,False,,,,,0.0,,0.020
btc-updown-5m-1776075600,Down,True,Down,0.5,68.0,0.024589061737060547,0.5,True,0.020
btc-updown-5m-1776075900,Up,True,Up,0.56,155.0,0.023605482652783394,0.43999999999999995,True,0.020
btc-updown-5m-1776076200,Down,True,Up,0.61,116.0,0.03482471778988838,-0.61,False,0.020
btc-updown-5m-1776076500,Up,True,Up,0.22,53.0,0.025378037244081497,0.78,True,0.020
btc-updown-5m-1776076800,Down,True,Up,0.43,30.0,0.03167258948087692,-0.43,False,0.020
btc-updown-5m-1776077100,Down,True,Up,0.35,36.0,0.025937482714653015,-0.35,False,0.020
btc-updown-5m-1776077400,Down,True,Down,0.49,54.0,0.020632626488804817,0.51,True,0.020
btc-updown-5m-1776077700,Up,True,Up,0.93,120.0,0.02089686691761017,0.06999999999999995,True,0.020
btc-updown-5m-1776078000,Up,True,Up,0.65,30.0,0.032720837742090225,0.35,True,0.020
btc-updown-5m-1776078300,Up,True,Up,0.42,32.0,0.029508177191019058,0.5800000000000001,True,0.020
btc-updown-5m-1776078600,Up,True,Up,0.57,68.0,0.022899921983480453,0.43000000000000005,True,0.020
btc-updown-5m-1776078900,Down,True,Up,0.39,122.0,0.03129645064473152,-0.39,False,0.020
btc-updown-5m-1776079200,Down,True,Up,0.84,79.0,0.02226291596889496,-0.84,False,0.020
btc-updown-5m-1776079800,Down,True,Down,0.48,131.0,0.03552669659256935,0.52,True,0.020
btc-updown-5m-1776080100,Up,True,Down,0.42,30.0,0.08141103386878967,-0.42,False,0.020
btc-updown-5m-1776080400,Up,True,Up,0.78,45.0,0.02226291596889496,0.21999999999999997,True,0.020
btc-updown-5m-1776080700,Down,True,Up,0.71,36.0,0.020342418923974037,-0.71,False,0.020
btc-updown-5m-1776081000,Up,True,Up,0.38,78.0,0.02647552266716957,0.62,True,0.020
btc-updown-5m-1776081300,Down,True,Up,0.3,88.0,0.0366092324256897,-0.3,False,0.020
btc-updown-5m-1776081600,Down,True,Up,0.24,37.0,0.027703195810317993,-0.24,False,0.020
btc-updown-5m-1776081900,Up,True,Up,0.67,30.0,0.02852918766438961,0.32999999999999996,True,0.020
btc-updown-5m-1776082200,Down,True,Up,0.57,39.0,0.022091733291745186,-0.57,False,0.020
btc-updown-5m-1776082500,Down,True,Up,0.64,46.0,0.027538785710930824,-0.64,False,0.020
btc-updown-5m-1776082800,Down,True,Up,0.47,30.0,0.0292087160050869,-0.47,False,0.020
btc-updown-5m-1776083100,Down,True,Up,0.51,34.0,0.028134269639849663,-0.51,False,0.020
btc-updown-5m-1776083400,Up,True,Up,0.52,37.0,0.020916182547807693,0.48,True,0.020
btc-updown-5m-1776083700,Down,True,Up,0.33,31.0,0.048489417880773544,-0.33,False,0.020
btc-updown-5m-1776084000,Up,True,Up,0.58,30.0,0.029711009934544563,0.42000000000000004,True,0.020
btc-updown-5m-1776084300,Up,True,Up,0.66,30.0,0.02852918766438961,0.33999999999999997,True,0.020
btc-updown-5m-1776084600,Up,True,Down,0.5,49.0,0.0262613408267498,-0.5,False,0.020
btc-updown-5m-1776084900,Down,True,Up,0.51,37.0,0.024261359125375748,-0.51,False,0.020
btc-updown-5m-1776085200,Up,True,Up,0.73,70.0,0.022268811240792274,0.27,True,0.020
btc-updown-5m-1776085500,Down,True,Up,0.35,34.0,0.02024632692337036,-0.35,False,0.020
btc-updown-5m-1776085800,Up,True,Up,0.64,79.0,0.023167520761489868,0.36,True,0.020
btc-updown-5m-1776086100,Down,True,Up,0.34,34.0,0.025937482714653015,-0.34,False,0.020
btc-updown-5m-1776086400,Up,True,Up,0.31,37.0,0.043076492846012115,0.69,True,0.020
btc-updown-5m-1776086700,Down,True,Up,0.55,43.0,0.02862946130335331,-0.55,False,0.020
btc-updown-5m-1776087000,Down,True,Up,0.4,35.0,0.05148645490407944,-0.4,False,0.020
btc-updown-5m-1776087300,Down,True,Up,0.45,30.0,0.027703195810317993,-0.45,False,0.020
btc-updown-5m-1776087600,Up,True,Up,0.84,30.0,0.04297841712832451,0.16000000000000003,True,0.020
btc-updown-5m-1776087900,Up,True,Up,0.33,32.0,0.045718446373939514,0.6699999999999999,True,0.020
btc-updown-5m-1776088200,Down,True,Up,0.49,33.0,0.11476802825927734,-0.49,False,0.020
btc-updown-5m-1776088500,Up,True,Up,0.7,47.0,0.033493541181087494,0.30000000000000004,True,0.020
btc-updown-5m-1776088800,Down,True,Up,0.51,30.0,0.0266148429363966,-0.51,False,0.020
btc-updown-5m-1776089100,Down,True,Up,0.66,30.0,0.03530081734061241,-0.66,False,0.020
btc-updown-5m-1776089400,Up,True,Up,0.57,30.0,0.027538785710930824,0.43000000000000005,True,0.020
btc-updown-5m-1776089700,Down,True,Up,0.52,34.0,0.033899083733558655,-0.52,False,0.020
btc-updown-5m-1776090000,Up,True,Up,0.62,30.0,0.02852918766438961,0.38,True,0.020
btc-updown-5m-1776090300,Up,True,Up,0.38,37.0,0.027703195810317993,0.62,True,0.020
btc-updown-5m-1776090600,Up,True,Up,0.63,30.0,0.02852918766438961,0.37,True,0.020
btc-updown-5m-1776090900,Up,True,Up,0.5,30.0,0.04497532919049263,0.5,True,0.020
btc-updown-5m-1776091200,Up,True,Up,0.41,30.0,0.025937482714653015,0.5900000000000001,True,0.020
btc-updown-5m-1776091500,Down,True,Up,0.53,30.0,0.03697862848639488,-0.53,False,0.020
btc-updown-5m-1776091800,Up,True,Up,0.41,30.0,0.06939251720905304,0.5900000000000001,True,0.020
btc-updown-5m-1776092100,Up,True,Up,0.47,40.0,0.021564336493611336,0.53,True,0.020
btc-updown-5m-1776092400,Down,True,Up,0.45,30.0,0.06789873540401459,-0.45,False,0.020
btc-updown-5m-1776092700,Down,True,Up,0.73,30.0,0.04085725545883179,-0.73,False,0.020
btc-updown-5m-1776093000,Down,True,Up,0.41,47.0,0.02481745555996895,-0.41,False,0.020
btc-updown-5m-1776093300,Down,True,Up,0.47,54.0,0.03285279870033264,-0.47,False,0.020
btc-updown-5m-1776093600,Up,True,Up,0.73,30.0,0.04085725545883179,0.27,True,0.020
btc-updown-5m-1776093900,Up,True,Up,0.49,91.0,0.0456104651093483,0.51,True,0.020
btc-updown-5m-1776094200,Down,False,,,,,0.0,,0.020
btc-updown-5m-1776094800,Up,True,Up,0.7,70.0,0.028424980118870735,0.30000000000000004,True,0.020
btc-updown-5m-1776095100,Down,True,Up,0.41,30.0,0.036893460899591446,-0.41,False,0.020
btc-updown-5m-1776095400,Down,True,Up,0.44,41.0,0.038089681416749954,-0.44,False,0.020
btc-updown-5m-1776095700,Up,True,Up,0.78,30.0,0.04085725545883179,0.21999999999999997,True,0.020
btc-updown-5m-1776096000,Down,True,Up,0.52,30.0,0.030055377632379532,-0.52,False,0.020
btc-updown-5m-1776096300,Up,True,Up,0.22,55.0,0.038520220667123795,0.78,True,0.020
btc-updown-5m-1776096600,Up,True,Up,0.57,30.0,0.04373174160718918,0.43000000000000005,True,0.020
btc-updown-5m-1776096900,Up,True,Up,0.31,30.0,0.044413380324840546,0.69,True,0.020
btc-updown-5m-1776097200,Up,True,Up,0.36,79.0,0.027866816148161888,0.64,True,0.020
btc-updown-5m-1776097500,Up,True,Up,0.52,67.0,0.0316549688577652,0.48,True,0.020
btc-updown-5m-1776098100,Up,True,Up,0.41,30.0,0.045888565480709076,0.5900000000000001,True,0.020
btc-updown-5m-1776098400,Up,True,Up,0.65,34.0,0.028424980118870735,0.35,True,0.020
btc-updown-5m-1776098700,Up,True,Up,0.47,30.0,0.051733680069446564,0.53,True,0.020
btc-updown-5m-1776099000,Down,True,Up,0.43,30.0,0.07061751186847687,-0.43,False,0.020
btc-updown-5m-1776099300,Up,True,Up,0.48,76.0,0.021564336493611336,0.52,True,0.020
btc-updown-5m-1776099600,Up,True,Up,0.45,34.0,0.06445503234863281,0.55,True,0.020
btc-updown-5m-1776099900,Up,True,Up,0.32,64.0,0.07543372362852097,0.6799999999999999,True,0.020
btc-updown-5m-1776100200,Up,True,Up,0.73,30.0,0.036291223019361496,0.27,True,0.020
btc-updown-5m-1776100500,Up,True,Up,0.41,30.0,0.04881206899881363,0.5900000000000001,True,0.020
btc-updown-5m-1776100800,Down,True,Up,0.18,92.0,0.03055449202656746,-0.18,False,0.020
btc-updown-5m-1776101100,Up,True,Up,0.68,57.0,0.028424980118870735,0.31999999999999995,True,0.020
btc-updown-5m-1776101400,Up,True,Up,0.84,30.0,0.043968819081783295,0.16000000000000003,True,0.020
btc-updown-5m-1776101700,Down,True,Up,0.3,34.0,0.025476327165961266,-0.3,False,0.020
btc-updown-5m-1776102000,Up,True,Up,0.53,30.0,0.026973774656653404,0.47,True,0.020
btc-updown-5m-1776102300,Down,True,Up,0.62,30.0,0.02852918766438961,-0.62,False,0.020
btc-updown-5m-1776102600,Down,False,,,,,0.0,,0.020
btc-updown-5m-1776102900,Down,True,Up,0.39,30.0,0.027703195810317993,-0.39,False,0.020
btc-updown-5m-1776103200,Up,True,Up,0.4,30.0,0.045554857701063156,0.6,True,0.020
btc-updown-5m-1776103500,Up,True,Up,0.54,30.0,0.03330833092331886,0.45999999999999996,True,0.020
btc-updown-5m-1776103800,Up,True,Up,0.63,30.0,0.020361926406621933,0.37,True,0.020
btc-updown-5m-1776104100,Up,True,Up,0.53,30.0,0.023776326328516006,0.47,True,0.020
btc-updown-5m-1776104400,Down,True,Up,0.41,37.0,0.028645414859056473,-0.41,False,0.020
btc-updown-5m-1776104700,Up,True,Up,0.6,79.0,0.025596385821700096,0.4,True,0.020
btc-updown-5m-1776105000,Up,True,Up,0.65,50.0,0.02084193006157875,0.35,True,0.020
btc-updown-5m-1776105300,Down,True,Up,0.43,40.0,0.033050164580345154,-0.43,False,0.020
btc-updown-5m-1776105600,Up,True,Up,0.8,82.0,0.0296032652258873,0.19999999999999996,True,0.020
btc-updown-5m-1776105900,Down,True,Up,0.72,50.0,0.03566370904445648,-0.72,False,0.020
btc-updown-5m-1776106200,Up,True,Up,0.45,30.0,0.04935523867607117,0.55,True,0.020
btc-updown-5m-1776106500,Up,True,Up,0.56,30.0,0.031208239495754242,0.43999999999999995,True,0.020
btc-updown-5m-1776106800,Down,True,Up,0.39,30.0,0.028645414859056473,-0.39,False,0.020
btc-updown-5m-1776107100,Down,True,Up,0.44,30.0,0.040281593799591064,-0.44,False,0.020
btc-updown-5m-1776107400,Up,True,Up,0.39,55.0,0.037680741399526596,0.61,True,0.020
btc-updown-5m-1776107700,Up,True,Up,0.84,30.0,0.04085725545883179,0.16000000000000003,True,0.020
btc-updown-5m-1776108000,Up,True,Up,0.41,30.0,0.036895014345645905,0.5900000000000001,True,0.020
btc-updown-5m-1776108300,Up,True,Up,0.5,30.0,0.033937714993953705,0.5,True,0.020
btc-updown-5m-1776108600,Up,True,Up,0.65,37.0,0.02362809143960476,0.35,True,0.020
btc-updown-5m-1776108900,Up,True,Up,0.28,30.0,0.06789873540401459,0.72,True,0.020
btc-updown-5m-1776109200,Down,True,Up,0.41,30.0,0.027703195810317993,-0.41,False,0.020
btc-updown-5m-1776109500,Up,True,Up,0.72,30.0,0.04525091499090195,0.28,True,0.020
btc-updown-5m-1776109800,Up,True,Up,0.5,32.0,0.021913085132837296,0.5,True,0.020
btc-updown-5m-1776110100,Down,True,Up,0.51,30.0,0.024029914289712906,-0.51,False,0.020
btc-updown-5m-1776110400,Down,True,Up,0.5,30.0,0.020461056381464005,-0.5,False,0.020
btc-updown-5m-1776110700,Down,True,Up,0.26,30.0,0.06412963569164276,-0.26,False,0.020
btc-updown-5m-1776111000,Down,True,Down,0.91,171.0,0.02171505242586136,0.08999999999999997,True,0.020
btc-updown-5m-1776111300,Down,True,Up,0.66,36.0,0.03566370904445648,-0.66,False,0.020
btc-updown-5m-1776111600,Down,True,Up,0.69,36.0,0.02362809143960476,-0.69,False,0.020
btc-updown-5m-1776111900,Up,True,Up,0.72,62.0,0.028424980118870735,0.28,True,0.020
btc-updown-5m-1776112200,Up,True,Up,0.53,40.0,0.02282610349357128,0.47,True,0.020
btc-updown-5m-1776112500,Down,True,Up,0.4,30.0,0.038457389920949936,-0.4,False,0.020
btc-updown-5m-1776112800,Up,True,Up,0.74,53.0,0.03209957107901573,0.26,True,0.020
btc-updown-5m-1776113100,Down,True,Up,0.43,50.0,0.025937482714653015,-0.43,False,0.020
btc-updown-5m-1776113400,Down,True,Up,0.24,30.0,0.04410720616579056,-0.24,False,0.020
btc-updown-5m-1776113700,Up,True,Up,0.76,42.0,0.03572311997413635,0.24,True,0.020
btc-updown-5m-1776114000,Down,True,Up,0.52,30.0,0.02136518619954586,-0.52,False,0.020
btc-updown-5m-1776114300,Up,True,Up,0.36,35.0,0.050969623029232025,0.64,True,0.020
btc-updown-5m-1776114600,Up,True,Up,0.7,37.0,0.024859121069312096,0.30000000000000004,True,0.020
btc-updown-5m-1776114900,Down,True,Up,0.72,30.0,0.036291223019361496,-0.72,False,0.020
btc-updown-5m-1776115200,Up,True,Up,0.45,57.0,0.04586586728692055,0.55,True,0.020
btc-updown-5m-1776115500,Down,True,Up,0.39,132.0,0.031705744564533234,-0.39,False,0.020
btc-updown-5m-1776115800,Up,True,Up,0.67,30.0,0.023691369220614433,0.32999999999999996,True,0.020
btc-updown-5m-1776064200,Down,True,Up,0.43,239.0,0.037156201899051666,-0.43,False,0.030
btc-updown-5m-1776064500,Down,True,Up,0.53,51.0,0.03134283795952797,-0.53,False,0.030
btc-updown-5m-1776064800,Down,True,Up,0.18,30.0,0.04077336937189102,-0.18,False,0.030
btc-updown-5m-1776065100,Up,True,Up,0.5,79.0,0.03522925078868866,0.5,True,0.030
btc-updown-5m-1776065400,Down,True,Down,0.5,208.0,0.040262892842292786,0.5,True,0.030
btc-updown-5m-1776065700,Up,True,Up,0.51,121.0,0.06735137104988098,0.49,True,0.030
btc-updown-5m-1776066000,Down,True,Up,0.46,30.0,0.039317429065704346,-0.46,False,0.030
btc-updown-5m-1776066300,Up,True,Up,0.41,100.0,0.03255220130085945,0.5900000000000001,True,0.030
btc-updown-5m-1776066600,Down,False,,,,,0.0,,0.030
btc-updown-5m-1776066900,Up,True,Up,0.81,81.0,0.03690709173679352,0.18999999999999995,True,0.030
btc-updown-5m-1776067200,Up,True,Up,0.19,80.0,0.05630304291844368,0.81,True,0.030
btc-updown-5m-1776067500,Down,True,Up,0.47,33.0,0.034092310816049576,-0.47,False,0.030
btc-updown-5m-1776067800,Down,True,Up,0.68,75.0,0.032720837742090225,-0.68,False,0.030
btc-updown-5m-1776068100,Down,True,Up,0.45,63.0,0.033864352852106094,-0.45,False,0.030
btc-updown-5m-1776068400,Up,True,Up,0.84,184.0,0.030290715396404266,0.16000000000000003,True,0.030
btc-updown-5m-1776068700,Up,True,Up,0.78,30.0,0.041525259613990784,0.21999999999999997,True,0.030
btc-updown-5m-1776069000,Down,True,Up,0.27,30.0,0.039198994636535645,-0.27,False,0.030
btc-updown-5m-1776069300,Down,True,Up,0.26,108.0,0.03331531211733818,-0.26,False,0.030
btc-updown-5m-1776069600,Down,True,Up,0.44,122.0,0.03223900496959686,-0.44,False,0.030
btc-updown-5m-1776069900,Up,True,Up,0.87,218.0,0.035402730107307434,0.13,True,0.030
btc-updown-5m-1776070200,Up,True,Up,0.37,72.0,0.03498440608382225,0.63,True,0.030
btc-updown-5m-1776070500,Up,True,Up,0.57,137.0,0.03387661278247833,0.43000000000000005,True,0.030
btc-updown-5m-1776070800,Up,True,Up,0.84,30.0,0.04085725545883179,0.16000000000000003,True,0.030
btc-updown-5m-1776071100,Down,True,Up,0.49,98.0,0.03107336536049843,-0.49,False,0.030
btc-updown-5m-1776071400,Up,False,,,,,0.0,,0.030
btc-updown-5m-1776071700,Down,True,Up,0.4,67.0,0.04251036420464516,-0.4,False,0.030
btc-updown-5m-1776072000,Up,True,Up,0.8,40.0,0.03572311997413635,0.19999999999999996,True,0.030
btc-updown-5m-1776072300,Up,True,Down,0.52,62.0,0.03418133780360222,-0.52,False,0.030
btc-updown-5m-1776072600,Up,True,Down,0.45,30.0,0.03287503495812416,-0.45,False,0.030
btc-updown-5m-1776072900,Down,True,Up,0.32,55.0,0.0333244726061821,-0.32,False,0.030
btc-updown-5m-1776073200,Down,True,Up,0.35,41.0,0.030252931639552116,-0.35,False,0.030
btc-updown-5m-1776073500,Down,True,Up,0.24,129.0,0.0354478545486927,-0.24,False,0.030
btc-updown-5m-1776073800,Down,True,Up,0.35,41.0,0.05129830166697502,-0.35,False,0.030
btc-updown-5m-1776074100,Up,True,Up,0.66,198.0,0.03447028622031212,0.33999999999999997,True,0.030
btc-updown-5m-1776074400,Down,True,Up,0.28,64.0,0.03561708703637123,-0.28,False,0.030
btc-updown-5m-1776074700,Up,True,Up,0.86,49.0,0.03209957107901573,0.14,True,0.030
btc-updown-5m-1776075000,Up,True,Down,0.52,37.0,0.04712693765759468,-0.52,False,0.030
btc-updown-5m-1776075300,Down,False,,,,,0.0,,0.030
btc-updown-5m-1776075600,Down,False,,,,,0.0,,0.030
btc-updown-5m-1776075900,Up,True,Up,0.45,160.0,0.03167926147580147,0.55,True,0.030
btc-updown-5m-1776076200,Down,True,Up,0.61,116.0,0.03482471778988838,-0.61,False,0.030
btc-updown-5m-1776076500,Up,True,Up,0.34,81.0,0.032680194824934006,0.6599999999999999,True,0.030
btc-updown-5m-1776076800,Down,True,Up,0.43,30.0,0.03167258948087692,-0.43,False,0.030
btc-updown-5m-1776077100,Down,True,Up,0.41,49.0,0.03010876290500164,-0.41,False,0.030
btc-updown-5m-1776077400,Down,True,Up,0.82,117.0,0.030434204265475273,-0.82,False,0.030
btc-updown-5m-1776077700,Up,True,Up,0.93,123.0,0.033344026654958725,0.06999999999999995,True,0.030
btc-updown-5m-1776078000,Up,True,Up,0.65,30.0,0.032720837742090225,0.35,True,0.030
btc-updown-5m-1776078300,Up,True,Up,0.81,194.0,0.03643518686294556,0.18999999999999995,True,0.030
btc-updown-5m-1776078600,Up,True,Down,0.51,169.0,0.031244531273841858,-0.51,False,0.030
btc-updown-5m-1776078900,Down,True,Up,0.39,122.0,0.03129645064473152,-0.39,False,0.030
btc-updown-5m-1776079200,Down,True,Up,0.66,91.0,0.030434204265475273,-0.66,False,0.030
btc-updown-5m-1776079800,Down,True,Down,0.48,131.0,0.03552669659256935,0.52,True,0.030
btc-updown-5m-1776080100,Up,True,Down,0.42,30.0,0.08141103386878967,-0.42,False,0.030
btc-updown-5m-1776080400,Up,True,Up,0.89,126.0,0.03031120076775551,0.10999999999999999,True,0.030
btc-updown-5m-1776080700,Down,True,Up,0.48,64.0,0.03681080788373947,-0.48,False,0.030
btc-updown-5m-1776081000,Up,True,Up,0.38,80.0,0.037680741399526596,0.62,True,0.030
btc-updown-5m-1776081300,Down,True,Up,0.3,88.0,0.0366092324256897,-0.3,False,0.030
btc-updown-5m-1776081600,Down,True,Up,0.24,144.0,0.046560563147068024,-0.24,False,0.030
btc-updown-5m-1776081900,Up,True,Up,0.76,49.0,0.030228910967707634,0.24,True,0.030
btc-updown-5m-1776082200,Down,True,Up,0.47,44.0,0.034070976078510284,-0.47,False,0.030
btc-updown-5m-1776082500,Down,True,Up,0.49,100.0,0.03940003737807274,-0.49,False,0.030
btc-updown-5m-1776082800,Down,True,Up,0.44,32.0,0.04224839061498642,-0.44,False,0.030
btc-updown-5m-1776083100,Down,True,Up,0.44,42.0,0.030066583305597305,-0.44,False,0.030
btc-updown-5m-1776083400,Up,True,Up,0.26,78.0,0.03662029281258583,0.74,True,0.030
btc-updown-5m-1776083700,Down,True,Up,0.33,31.0,0.048489417880773544,-0.33,False,0.030
btc-updown-5m-1776084000,Up,True,Down,0.49,82.0,0.04355977475643158,-0.49,False,0.030
btc-updown-5m-1776084300,Up,True,Up,0.89,63.0,0.031140485778450966,0.10999999999999999,True,0.030
btc-updown-5m-1776084600,Up,True,Up,0.94,142.0,0.03341306000947952,0.06000000000000005,True,0.030
btc-updown-5m-1776084900,Down,False,,,,,0.0,,0.030
btc-updown-5m-1776085200,Up,True,Up,0.62,89.0,0.031764037907123566,0.38,True,0.030
btc-updown-5m-1776085500,Down,True,Up,0.34,39.0,0.04126962646842003,-0.34,False,0.030
btc-updown-5m-1776085800,Up,True,Up,0.84,106.0,0.03404298797249794,0.16000000000000003,True,0.030
btc-updown-5m-1776086100,Down,True,Up,0.38,39.0,0.03010876290500164,-0.38,False,0.030
btc-updown-5m-1776086400,Up,True,Up,0.31,37.0,0.043076492846012115,0.69,True,0.030
btc-updown-5m-1776086700,Down,True,Up,0.82,115.0,0.031791817396879196,-0.82,False,0.030
btc-updown-5m-1776087000,Down,True,Up,0.4,35.0,0.05148645490407944,-0.4,False,0.030
btc-updown-5m-1776087300,Down,True,Up,0.3,71.0,0.05190340802073479,-0.3,False,0.030
btc-updown-5m-1776087600,Up,True,Up,0.84,30.0,0.04297841712832451,0.16000000000000003,True,0.030
btc-updown-5m-1776087900,Up,True,Up,0.33,32.0,0.045718446373939514,0.6699999999999999,True,0.030
btc-updown-5m-1776088200,Down,True,Up,0.49,33.0,0.11476802825927734,-0.49,False,0.030
btc-updown-5m-1776088500,Up,True,Up,0.7,47.0,0.033493541181087494,0.30000000000000004,True,0.030
btc-updown-5m-1776088800,Down,True,Up,0.74,67.0,0.030961427837610245,-0.74,False,0.030
btc-updown-5m-1776089100,Down,True,Up,0.66,30.0,0.03530081734061241,-0.66,False,0.030
btc-updown-5m-1776089400,Up,True,Up,0.68,56.0,0.032720837742090225,0.31999999999999995,True,0.030
btc-updown-5m-1776089700,Down,True,Up,0.52,34.0,0.033899083733558655,-0.52,False,0.030
btc-updown-5m-1776090000,Up,True,Up,0.62,31.0,0.03209957107901573,0.38,True,0.030
btc-updown-5m-1776090300,Up,True,Up,0.45,45.0,0.03400307148694992,0.55,True,0.030
btc-updown-5m-1776090600,Up,True,Up,0.52,40.0,0.03330833092331886,0.48,True,0.030
btc-updown-5m-1776090900,Up,True,Up,0.5,30.0,0.04497532919049263,0.5,True,0.030
btc-updown-5m-1776091200,Up,True,Up,0.37,99.0,0.035198137164115906,0.63,True,0.030
btc-updown-5m-1776091500,Down,True,Up,0.53,30.0,0.03697862848639488,-0.53,False,0.030
btc-updown-5m-1776091800,Up,True,Up,0.41,30.0,0.06939251720905304,0.5900000000000001,True,0.030
btc-updown-5m-1776092100,Up,True,Up,0.54,55.0,0.03266071900725365,0.45999999999999996,True,0.030
btc-updown-5m-1776092400,Down,True,Up,0.45,30.0,0.06789873540401459,-0.45,False,0.030
btc-updown-5m-1776092700,Down,True,Up,0.73,30.0,0.04085725545883179,-0.73,False,0.030
btc-updown-5m-1776093000,Down,True,Up,0.41,58.0,0.03187447786331177,-0.41,False,0.030
btc-updown-5m-1776093300,Down,True,Up,0.47,54.0,0.03285279870033264,-0.47,False,0.030
btc-updown-5m-1776093600,Up,True,Up,0.73,30.0,0.04085725545883179,0.27,True,0.030
btc-updown-5m-1776093900,Up,True,Up,0.49,91.0,0.0456104651093483,0.51,True,0.030
btc-updown-5m-1776094200,Down,False,,,,,0.0,,0.030
btc-updown-5m-1776094800,Up,True,Up,0.72,78.0,0.0309684406965971,0.28,True,0.030
btc-updown-5m-1776095100,Down,True,Up,0.41,30.0,0.036893460899591446,-0.41,False,0.030
btc-updown-5m-1776095400,Down,True,Up,0.44,41.0,0.038089681416749954,-0.44,False,0.030
btc-updown-5m-1776095700,Up,True,Up,0.78,30.0,0.04085725545883179,0.21999999999999997,True,0.030
btc-updown-5m-1776096000,Down,True,Up,0.52,30.0,0.030055377632379532,-0.52,False,0.030
btc-updown-5m-1776096300,Up,True,Up,0.22,55.0,0.038520220667123795,0.78,True,0.030
btc-updown-5m-1776096600,Up,True,Up,0.57,30.0,0.04373174160718918,0.43000000000000005,True,0.030
btc-updown-5m-1776096900,Up,True,Up,0.31,30.0,0.044413380324840546,0.69,True,0.030
btc-updown-5m-1776097200,Up,True,Up,0.33,80.0,0.038054630160331726,0.6699999999999999,True,0.030
btc-updown-5m-1776097500,Up,True,Up,0.52,67.0,0.0316549688577652,0.48,True,0.030
btc-updown-5m-1776098100,Up,True,Up,0.41,30.0,0.045888565480709076,0.5900000000000001,True,0.030
btc-updown-5m-1776098400,Up,True,Up,0.67,35.0,0.033493541181087494,0.32999999999999996,True,0.030
btc-updown-5m-1776098700,Up,True,Up,0.47,30.0,0.051733680069446564,0.53,True,0.030
btc-updown-5m-1776099000,Down,True,Up,0.43,30.0,0.07061751186847687,-0.43,False,0.030
btc-updown-5m-1776099300,Up,True,Up,0.64,101.0,0.032720837742090225,0.36,True,0.030
btc-updown-5m-1776099600,Up,True,Up,0.45,34.0,0.06445503234863281,0.55,True,0.030
btc-updown-5m-1776099900,Up,True,Up,0.32,64.0,0.07543372362852097,0.6799999999999999,True,0.030
btc-updown-5m-1776100200,Up,True,Up,0.73,30.0,0.036291223019361496,0.27,True,0.030
btc-updown-5m-1776100500,Up,True,Up,0.41,30.0,0.04881206899881363,0.5900000000000001,True,0.030
btc-updown-5m-1776100800,Down,True,Up,0.18,92.0,0.03055449202656746,-0.18,False,0.030
btc-updown-5m-1776101100,Up,True,Up,0.77,72.0,0.04085725545883179,0.22999999999999998,True,0.030
btc-updown-5m-1776101400,Up,True,Up,0.84,30.0,0.043968819081783295,0.16000000000000003,True,0.030
btc-updown-5m-1776101700,Down,True,Up,0.3,56.0,0.0460963174700737,-0.3,False,0.030
btc-updown-5m-1776102000,Up,True,Up,0.53,31.0,0.03127944841980934,0.47,True,0.030
btc-updown-5m-1776102300,Down,True,Up,0.57,62.0,0.03186623007059097,-0.57,False,0.030
btc-updown-5m-1776102600,Down,False,,,,,0.0,,0.030
btc-updown-5m-1776102900,Down,True,Up,0.42,49.0,0.0321563296020031,-0.42,False,0.030
btc-updown-5m-1776103200,Up,True,Up,0.4,30.0,0.045554857701063156,0.6,True,0.030
btc-updown-5m-1776103500,Up,True,Up,0.54,30.0,0.03330833092331886,0.45999999999999996,True,0.030
btc-updown-5m-1776103800,Up,True,Up,0.46,43.0,0.045718446373939514,0.54,True,0.030
btc-updown-5m-1776104100,Up,True,Up,0.63,77.0,0.030015787109732628,0.37,True,0.030
btc-updown-5m-1776104400,Down,True,Up,0.8,86.0,0.030641112476587296,-0.8,False,0.030
btc-updown-5m-1776104700,Up,True,Up,0.35,173.0,0.0391312837600708,0.65,True,0.030
btc-updown-5m-1776105000,Up,True,Up,0.75,59.0,0.04085725545883179,0.25,True,0.030
btc-updown-5m-1776105300,Down,True,Up,0.43,40.0,0.033050164580345154,-0.43,False,0.030
btc-updown-5m-1776105600,Up,True,Up,0.8,83.0,0.033552948385477066,0.19999999999999996,True,0.030
btc-updown-5m-1776105900,Down,True,Up,0.72,50.0,0.03566370904445648,-0.72,False,0.030
btc-updown-5m-1776106200,Up,True,Up,0.45,30.0,0.04935523867607117,0.55,True,0.030
btc-updown-5m-1776106500,Up,True,Up,0.56,30.0,0.031208239495754242,0.43999999999999995,True,0.030
btc-updown-5m-1776106800,Down,True,Up,0.39,37.0,0.0321563296020031,-0.39,False,0.030
btc-updown-5m-1776107100,Down,True,Up,0.44,30.0,0.040281593799591064,-0.44,False,0.030
btc-updown-5m-1776107400,Up,True,Up,0.39,55.0,0.037680741399526596,0.61,True,0.030
btc-updown-5m-1776107700,Up,True,Up,0.84,30.0,0.04085725545883179,0.16000000000000003,True,0.030
btc-updown-5m-1776108000,Up,True,Up,0.41,30.0,0.036895014345645905,0.5900000000000001,True,0.030
btc-updown-5m-1776108300,Up,True,Up,0.5,30.0,0.033937714993953705,0.5,True,0.030
btc-updown-5m-1776108600,Up,True,Up,0.69,39.0,0.043968819081783295,0.31000000000000005,True,0.030
