slug,winner,entry_side,entry_elapsed,entry_price,entry_confidence,shares,peak_prob_up,peak_prob_down,correct,pnl,skipped,threshold
btc-updown-5m-1776169200,Down,Down,82.0,0.88,0.8115577846765518,8,0.3177046775817871,0.8115577846765518,True,0.96,False,0.8
btc-updown-5m-1776169500,Up,Down,220.0,0.81,0.8115577846765518,8,0.6699438095092773,0.8115577846765518,False,-6.48,False,0.8
btc-updown-5m-1776169800,Up,Up,148.0,0.74,0.8365311026573181,8,0.8365311026573181,0.60118168592453,True,2.08,False,0.8
btc-updown-5m-1776170100,Down,,,,,0,0.6043851375579834,0.7877629101276398,,0.0,True,0.8
btc-updown-5m-1776170400,Down,Up,76.0,0.79,0.8365311026573181,8,0.8365311026573181,0.3956148624420166,False,-6.32,False,0.8
btc-updown-5m-1776170700,Up,Up,182.0,0.58,0.8365311026573181,8,0.8365311026573181,0.33005619049072266,True,3.36,False,0.8
btc-updown-5m-1776171000,Up,Down,237.0,0.8,0.8115577846765518,8,0.798058271408081,0.8115577846765518,False,-6.4,False,0.8
btc-updown-5m-1776171300,Up,Up,130.0,0.86,0.891566276550293,8,0.891566276550293,0.5558397173881531,True,1.12,False,0.8
btc-updown-5m-1776171600,Up,Up,96.0,0.75,0.8365311026573181,8,0.8365311026573181,0.3956148624420166,True,2.0,False,0.8
btc-updown-5m-1776171900,Down,Down,180.0,0.85,0.8115577846765518,8,0.6043851375579834,0.8115577846765518,True,1.2,False,0.8
btc-updown-5m-1776172200,Down,Down,131.0,0.87,0.8115577846765518,8,0.32573288679122925,0.8115577846765518,True,1.04,False,0.8
btc-updown-5m-1776172500,Up,Up,172.0,0.75,0.8365311026573181,8,0.8365311026573181,0.6822953224182129,True,2.0,False,0.8
btc-updown-5m-1776172800,Up,Up,133.0,0.82,0.8365311026573181,8,0.8365311026573181,0.3956148624420166,True,1.44,False,0.8
btc-updown-5m-1776173100,Down,Down,188.0,0.85,0.8115577846765518,8,0.5803248882293701,0.8115577846765518,True,1.2,False,0.8
btc-updown-5m-1776173400,Up,Up,73.0,0.71,0.8365311026573181,8,0.8365311026573181,0.3956148624420166,True,2.32,False,0.8
btc-updown-5m-1776173700,Up,Up,117.0,0.85,0.8382353186607361,8,0.8382353186607361,0.5594795644283295,True,1.2,False,0.8
btc-updown-5m-1776174000,Up,Up,110.0,0.71,0.8365311026573181,8,0.8365311026573181,0.3956148624420166,True,2.32,False,0.8
btc-updown-5m-1776174300,Down,Up,119.0,0.77,0.8365311026573181,8,0.8365311026573181,0.3956148624420166,False,-6.16,False,0.8
btc-updown-5m-1776174600,Up,Up,76.0,0.72,0.8365311026573181,8,0.8365311026573181,0.3956148624420166,True,2.24,False,0.8
btc-updown-5m-1776175200,Down,Down,80.0,0.81,0.8115577846765518,8,0.4441602826118469,0.8115577846765518,True,1.52,False,0.8
btc-updown-5m-1776175500,Up,Up,121.0,0.89,0.8365311026573181,8,0.8365311026573181,0.60118168592453,True,0.88,False,0.8
btc-updown-5m-1776175800,Up,Up,236.0,0.64,0.8333333134651184,8,0.8333333134651184,0.6822953224182129,True,2.88,False,0.8
btc-updown-5m-1776176100,Down,Up,143.0,0.84,0.8365311026573181,8,0.8365311026573181,0.60118168592453,False,-6.72,False,0.8
